age,year,Dx,sex,country,Nx,Mx
23,1988,24,m,Argentina,241266,9.947526796150306
24,1988,24,m,Argentina,242016,9.916699722332408
25,1988,23,m,Argentina,240898,9.547609361638536
26,1988,21,m,Argentina,238453,8.806766951977957
27,1988,20,m,Argentina,236136,8.469695429752345
28,1988,20,m,Argentina,234340,8.534607834769993
29,1988,19,m,Argentina,230517,8.242342213372549
30,1988,19,m,Argentina,227900,8.336989907854322
31,1988,19,m,Argentina,227162,8.364074977328954
32,1988,20,m,Argentina,224823,8.895886986651721
33,1988,20,m,Argentina,222017,9.008319182765284
34,1988,20,m,Argentina,219541,9.109915687730311
35,1988,21,m,Argentina,216815,9.685676729008602
36,1988,21,m,Argentina,213383,9.84145878537653
37,1988,21,m,Argentina,209405,10.028413839211098
38,1988,22,m,Argentina,204924,10.735687376783588
39,1988,22,m,Argentina,201461,10.920227736385703
40,1988,22,m,Argentina,198048,11.108418161253837
41,1988,22,m,Argentina,192692,11.41718389969485
42,1988,22,m,Argentina,186733,11.781527635715166
43,1988,22,m,Argentina,180974,12.156442361886239
44,1988,22,m,Argentina,175443,12.539685253900126
45,1988,22,m,Argentina,170201,12.925893502388353
46,1988,23,m,Argentina,165230,13.919990316528475
47,1988,23,m,Argentina,160524,14.328075552565348
48,1988,23,m,Argentina,156100,14.734144778987828
49,1988,23,m,Argentina,151962,15.135362788065438
50,1988,24,m,Argentina,148495,16.16216034209906
51,1988,24,m,Argentina,145887,16.451088856443686
52,1988,24,m,Argentina,143678,16.704018708500953
53,1988,24,m,Argentina,141323,16.982373711285494
54,1988,25,m,Argentina,138871,18.002318698648384
55,1988,25,m,Argentina,136494,18.315823406157048
56,1988,25,m,Argentina,134024,18.653375514833165
57,1988,26,m,Argentina,131413,19.784952782449224
58,1988,26,m,Argentina,128729.99999999999,20.19731220383749
59,1988,26,m,Argentina,125996,20.635575732562938
60,1988,27,m,Argentina,122675,22.009374363154677
61,1988,27,m,Argentina,118407,22.80270592110264
62,1988,27,m,Argentina,113550,23.778071334214
63,1988,27,m,Argentina,108675,24.84472049689441
64,1988,27,m,Argentina,103862,25.99603319789721
65,1988,27,m,Argentina,98754,27.340664681936936
66,1988,27,m,Argentina,93382,28.913495106123236
67,1988,27,m,Argentina,88005,30.680074995738877
68,1988,27,m,Argentina,82748,32.62918741238459
69,1988,26,m,Argentina,77418,33.58392105195174
70,1988,26,m,Argentina,72348,35.93741361198651
71,1988,25,m,Argentina,67870,36.83512597613084
72,1988,24,m,Argentina,63495,37.79825183085282
73,1988,24,m,Argentina,58721,40.87123856882546
74,1988,23,m,Argentina,53761,42.781942300180425
75,1988,22,m,Argentina,48797,45.08473881591081
76,1988,20,m,Argentina,43757,45.70697259866993
77,1988,19,m,Argentina,38822,48.94132193086394
78,1988,18,m,Argentina,34162,52.690123529067385
79,1988,16,m,Argentina,29767,53.750797863405786
80,1988,15,m,Argentina,25567,58.66937849571713
81,1988,14,m,Argentina,21626,64.73689077961713
82,1988,13,m,Argentina,18010,72.18212104386453
83,1988,13,m,Argentina,14746,88.15950088159501
84,1988,13,m,Argentina,11865,109.56595027391488
85,1988,13,m,Argentina,9350,139.0374331550802
86,1988,13,m,Argentina,7198,180.60572381217005
87,1988,11,m,Argentina,5420,202.9520295202952
88,1988,6,m,Argentina,3998,150.0750375187594
89,1988,2,m,Argentina,2882,69.39625260235947
90,1988,0,m,Argentina,2033,0
0,1989,0,m,Argentina,354397,0
1,1989,0,m,Argentina,348894,0
2,1989,0,m,Argentina,344250,0
3,1989,0,m,Argentina,340930,0
4,1989,0,m,Argentina,339267,0
5,1989,0,m,Argentina,338401,0
6,1989,0,m,Argentina,337736,0
7,1989,0,m,Argentina,338507,0
8,1989,1,m,Argentina,339086,0.2949104357006777
9,1989,1,m,Argentina,338962,0.2950183206377116
10,1989,2,m,Argentina,337351,0.5928543267990906
11,1989,3,m,Argentina,333211,0.9003304212646042
12,1989,4,m,Argentina,325483,1.2289428326517822
13,1989,5,m,Argentina,315532,1.5846253311866942
14,1989,7,m,Argentina,305654,2.2901712393752414
15,1989,9,m,Argentina,295213,3.0486462317038883
16,1989,11,m,Argentina,284859,3.8615595785985346
17,1989,14,m,Argentina,276190,5.068974256852167
18,1989,17,m,Argentina,267879,6.346148820922879
19,1989,19,m,Argentina,260389,7.2967752093982465
20,1989,22,m,Argentina,253995,8.661587826532019
21,1989,24,m,Argentina,247894,9.681557439873494
22,1989,24,m,Argentina,242911,9.880161869985303
23,1989,24,m,Argentina,240626,9.97398452370068
24,1989,24,m,Argentina,241549,9.935872224683191
25,1989,23,m,Argentina,242285,9.492952514600574
26,1989,22,m,Argentina,241148,9.12302818186342
27,1989,21,m,Argentina,238675,8.798575468733633
28,1989,20,m,Argentina,236326,8.462886013388285
29,1989,20,m,Argentina,234493,8.529039246374092
30,1989,20,m,Argentina,230632,8.6718235110479025
31,1989,20,m,Argentina,227974,8.77293024643161
32,1989,21,m,Argentina,227188,9.24344595665264
33,1989,21,m,Argentina,224803,9.341512346365484
34,1989,21,m,Argentina,221950,9.461590448299166
35,1989,22,m,Argentina,219422,10.0263419347194
36,1989,22,m,Argentina,216642,10.155002261795959
37,1989,22,m,Argentina,213155,10.32112781778518
38,1989,22,m,Argentina,209117,10.520426364188468
39,1989,22,m,Argentina,204573,10.754107335767673
40,1989,22,m,Argentina,201039,10.943150334014794
41,1989,22,m,Argentina,197553,11.136252043755347
42,1989,22,m,Argentina,192128,11.450699533644237
43,1989,22,m,Argentina,186105,11.82128368394186
44,1989,22,m,Argentina,180281,12.203171715266722
45,1989,23,m,Argentina,174688,13.166330829822313
46,1989,23,m,Argentina,169379,13.579015108130287
47,1989,23,m,Argentina,164338,13.995545765434652
48,1989,23,m,Argentina,159553,14.41527266801627
49,1989,23,m,Argentina,155042,14.834689954979941
50,1989,24,m,Argentina,150806,15.914486161028076
51,1989,24,m,Argentina,147233,16.300693458667553
52,1989,24,m,Argentina,144508,16.608077061477566
53,1989,24,m,Argentina,142178,16.88024870233088
54,1989,24,m,Argentina,139706,17.178932901951242
55,1989,25,m,Argentina,137137,18.229945237244507
56,1989,25,m,Argentina,134637,18.568447009365926
57,1989,25,m,Argentina,132035,18.934373461582155
58,1989,26,m,Argentina,129277.99999999999,20.11169727254444
59,1989,26,m,Argentina,126432,20.564414072386736
60,1989,26,m,Argentina,123522,21.048881980537878
61,1989,27,m,Argentina,120032,22.494001599573448
62,1989,27,m,Argentina,115626,23.351149395464688
63,1989,27,m,Argentina,110665,24.397957800569287
64,1989,27,m,Argentina,105710,25.541576009838238
65,1989,27,m,Argentina,100834,26.776682468215085
66,1989,27,m,Argentina,95677,28.21994836794632
67,1989,26,m,Argentina,90257,28.80662995667926
68,1989,26,m,Argentina,84822,30.65242507839947
69,1989,25,m,Argentina,79488,31.451288244766506
70,1989,25,m,Argentina,74078,33.748211344798726
71,1989,24,m,Argentina,68925,34.82045701849837
72,1989,24,m,Argentina,64358.00000000001,37.291401224401
73,1989,23,m,Argentina,59917,38.38643456781882
74,1989,22,m,Argentina,55132,39.904229848363926
75,1989,21,m,Argentina,50180,41.849342367477085
76,1989,20,m,Argentina,45252,44.196941571643244
77,1989,19,m,Argentina,40255,47.19910570115513
78,1989,17,m,Argentina,35359,48.0782827568653
79,1989,16,m,Argentina,30739,52.051140245291
80,1989,15,m,Argentina,26409,56.79881858457344
81,1989,14,m,Argentina,22376,62.56703611011798
82,1989,13,m,Argentina,18701,69.51499919790386
83,1989,13,m,Argentina,15387,84.48690452979788
84,1989,13,m,Argentina,12444,104.46801671488268
85,1989,13,m,Argentina,9884,131.52569809793607
86,1989,14,m,Argentina,7684,182.19677251431546
87,1989,12,m,Argentina,5831,205.79660435602813
88,1989,7,m,Argentina,4323,161.92458940550543
89,1989,2,m,Argentina,3135,63.79585326953748
90,1989,0,m,Argentina,2220,0
0,1990,0,m,Argentina,358818,0
1,1990,0,m,Argentina,352974,0
2,1990,0,m,Argentina,348529,0
3,1990,0,m,Argentina,344003,0
4,1990,0,m,Argentina,340760,0
5,1990,0,m,Argentina,339149,0
6,1990,0,m,Argentina,338310,0
7,1990,0,m,Argentina,337661,0
8,1990,1,m,Argentina,338437,0.29547596746218646
9,1990,1,m,Argentina,339014,0.29497306895880404
10,1990,2,m,Argentina,338884,0.5901724483894194
11,1990,3,m,Argentina,337266,0.8895056127804166
12,1990,4,m,Argentina,333118,1.2007757011029125
13,1990,6,m,Argentina,325390,1.8439411168136697
14,1990,7,m,Argentina,315445,2.219087321086085
15,1990,9,m,Argentina,305580,2.94521892794031
16,1990,12,m,Argentina,295156,4.065646641098267
17,1990,15,m,Argentina,284823,5.266428624092858
18,1990,17,m,Argentina,276176,6.155495046636927
19,1990,20,m,Argentina,267888,7.4658066057456844
20,1990,23,m,Argentina,260418,8.831954780391525
21,1990,24,m,Argentina,254042,9.4472567528204
22,1990,25,m,Argentina,247956,10.082433980222298
23,1990,25,m,Argentina,242983,10.288785635209047
24,1990,24,m,Argentina,240702,9.970835306727821
25,1990,23,m,Argentina,241618,9.519158340852089
26,1990,22,m,Argentina,242343,9.078042278918723
27,1990,21,m,Argentina,241191,8.706792542010273
28,1990,21,m,Argentina,238701,8.797617102567648
29,1990,20,m,Argentina,236328,8.462814393554721
30,1990,21,m,Argentina,234466,8.956522480871428
31,1990,21,m,Argentina,230577,9.107586619654171
32,1990,21,m,Argentina,227882,9.215295635460457
33,1990,22,m,Argentina,227057,9.689196985778901
34,1990,22,m,Argentina,224631,9.793839674844524
35,1990,22,m,Argentina,221734,9.921798190624802
36,1990,23,m,Argentina,219161,10.494567920387295
37,1990,23,m,Argentina,216331,10.631855813544984
38,1990,23,m,Argentina,212792,10.808677017933006
39,1990,23,m,Argentina,208699,11.020656543634612
40,1990,22,m,Argentina,204098,10.77913551333183
41,1990,22,m,Argentina,200500,10.972568578553616
42,1990,22,m,Argentina,196946,11.170574675291704
43,1990,22,m,Argentina,191461,11.49059077305561
44,1990,23,m,Argentina,185379,12.407014818291177
45,1990,23,m,Argentina,179495,12.81372740187749
46,1990,23,m,Argentina,173837,13.230785160811564
47,1990,23,m,Argentina,168459,13.653173769285107
48,1990,23,m,Argentina,163343,14.080799299633288
49,1990,24,m,Argentina,158474,15.144440097429232
50,1990,24,m,Argentina,153870,15.597582374731916
51,1990,24,m,Argentina,149538,16.04943225133411
52,1990,24,m,Argentina,145858,16.454359719727407
53,1990,24,m,Argentina,143015,16.781456490577913
54,1990,24,m,Argentina,140560,17.07455890722823
55,1990,24,m,Argentina,137964,17.395842393667913
56,1990,25,m,Argentina,135266,18.48210193248858
57,1990,25,m,Argentina,132628,18.849714992309316
58,1990,25,m,Argentina,129881,19.248388909848245
59,1990,26,m,Argentina,126971,20.47711682195147
60,1990,26,m,Argentina,123967,20.973323545782346
61,1990,27,m,Argentina,120894,22.33361457144275
62,1990,27,m,Argentina,117255,23.02673659971856
63,1990,27,m,Argentina,112731,23.95082098091918
64,1990,27,m,Argentina,107676,25.075225677031092
65,1990,27,m,Argentina,102641,26.305277618105826
66,1990,26,m,Argentina,97689,26.615074368659727
67,1990,26,m,Argentina,92469,28.11753128075355
68,1990,25,m,Argentina,86996,28.73695342314589
69,1990,25,m,Argentina,81508,30.671835893409234
70,1990,24,m,Argentina,76123,31.527921915846722
71,1990,24,m,Argentina,70672,33.95970115462984
72,1990,23,m,Argentina,65480.00000000001,35.12522907758094
73,1990,22,m,Argentina,60858,36.14972559071938
74,1990,22,m,Argentina,56367,39.029928859084215
75,1990,21,m,Argentina,51545,40.74110000970026
76,1990,20,m,Argentina,46583,42.9341175965481
77,1990,18,m,Argentina,41646,43.22143783316525
78,1990,17,m,Argentina,36663,46.368273190955456
79,1990,16,m,Argentina,31813,50.29390500738692
80,1990,14,m,Argentina,27281,51.31776694402698
81,1990,13,m,Argentina,23132,56.199204565104615
82,1990,13,m,Argentina,19369,67.11755898600858
83,1990,12,m,Argentina,15996,75.01875468867217
84,1990,13,m,Argentina,13003,99.9769284011382
85,1990,13,m,Argentina,10384,125.19260400616332
86,1990,14,m,Argentina,8138.999999999999,172.01130359995088
87,1990,12,m,Argentina,6240,192.30769230769232
88,1990,7,m,Argentina,4664,150.08576329331046
89,1990,2,m,Argentina,3402,58.78894767783657
90,1990,0,m,Argentina,2424,0
0,1991,0,m,Argentina,363391,0
1,1991,0,m,Argentina,357325,0
2,1991,0,m,Argentina,352517,0
3,1991,0,m,Argentina,348200,0
4,1991,0,m,Argentina,343765,0
5,1991,0,m,Argentina,340582,0
6,1991,0,m,Argentina,339007,0
7,1991,0,m,Argentina,338192,0
8,1991,1,m,Argentina,337557,0.2962462635940004
9,1991,1,m,Argentina,338336,0.29556417289321857
10,1991,2,m,Argentina,338911,0.5901254311603932
11,1991,3,m,Argentina,338773,0.8855487302707122
12,1991,4,m,Argentina,337143,1.1864401752372138
13,1991,6,m,Argentina,332981,1.8019046131761272
14,1991,8,m,Argentina,325234,2.459767428989589
15,1991,10,m,Argentina,315269,3.1718944774145252
16,1991,13,m,Argentina,305381,4.2569773496059025
17,1991,16,m,Argentina,294933,5.424960923328349
18,1991,19,m,Argentina,284582,6.676458806249165
19,1991,22,m,Argentina,275918,7.973383396516357
20,1991,24,m,Argentina,267620,8.967939615873252
21,1991,25,m,Argentina,260144,9.61006211944154
22,1991,26,m,Argentina,253768,10.24557863875666
23,1991,26,m,Argentina,247685,10.497204110059148
24,1991,25,m,Argentina,242718,10.300018952034872
25,1991,24,m,Argentina,240440,9.981700216270172
26,1991,23,m,Argentina,241352,9.52964964035931
27,1991,22,m,Argentina,242072,9.088205162100532
28,1991,21,m,Argentina,240916,8.716731142804962
29,1991,21,m,Argentina,238418,8.808059794143059
30,1991,21,m,Argentina,236036,8.896947923198157
31,1991,21,m,Argentina,234159,8.968265153165158
32,1991,22,m,Argentina,230254,9.554665716990801
33,1991,22,m,Argentina,227541,9.66858719966951
34,1991,22,m,Argentina,226689,9.704926132278143
35,1991,23,m,Argentina,224236,10.25705060739578
36,1991,23,m,Argentina,221310,10.392661877005105
37,1991,23,m,Argentina,218700,10.516689529035208
38,1991,23,m,Argentina,215831,10.656485861623214
39,1991,23,m,Argentina,212249,10.836329028640888
40,1991,23,m,Argentina,208107,11.052006900296481
41,1991,23,m,Argentina,203455,11.304711115480082
42,1991,23,m,Argentina,199798,11.51162674301044
43,1991,23,m,Argentina,196183,11.723747725338077
44,1991,23,m,Argentina,190641,12.064561138474934
45,1991,23,m,Argentina,184503,12.46592196332851
46,1991,23,m,Argentina,178560,12.880824372759857
47,1991,24,m,Argentina,172839,13.8857549511395
48,1991,24,m,Argentina,167394,14.337431449155885
49,1991,24,m,Argentina,162202,14.7963650263252
50,1991,24,m,Argentina,157252,15.26212703177066
51,1991,24,m,Argentina,152560,15.731515469323545
52,1991,24,m,Argentina,148133,16.201656619389333
53,1991,24,m,Argentina,144346,16.62671636207446
54,1991,24,m,Argentina,141383,16.975166745648345
55,1991,24,m,Argentina,138799,17.291190858723766
56,1991,25,m,Argentina,136068,18.373166357997473
57,1991,25,m,Argentina,133232,18.76426083823706
58,1991,25,m,Argentina,130451,19.16428390736752
59,1991,26,m,Argentina,127556,20.383204239706483
60,1991,26,m,Argentina,124499,20.88370187712351
61,1991,27,m,Argentina,121345,22.25060777123079
62,1991,27,m,Argentina,118123,22.85752986293948
63,1991,27,m,Argentina,114350,23.611718408395276
64,1991,27,m,Argentina,109716,24.60899048452368
65,1991,27,m,Argentina,104573,25.819284136440572
66,1991,26,m,Argentina,99458,26.141687948681856
67,1991,26,m,Argentina,94433,27.532748085944533
68,1991,25,m,Argentina,89157,28.040423073903337
69,1991,25,m,Argentina,83647,29.887503437062897
70,1991,24,m,Argentina,78132,30.717247734602978
71,1991,23,m,Argentina,72725,31.625988312134755
72,1991,23,m,Argentina,67261,34.19515023564919
73,1991,22,m,Argentina,62050,35.4552780016116
74,1991,21,m,Argentina,57379,36.59875564230816
75,1991,20,m,Argentina,52822,37.863011623944566
76,1991,19,m,Argentina,47953,39.622130002293915
77,1991,18,m,Argentina,42957,41.90236748376283
78,1991,17,m,Argentina,38004,44.732133459635826
79,1991,16,m,Argentina,33054,48.40563925697344
80,1991,14,m,Argentina,28303,49.464721054305194
81,1991,13,m,Argentina,23965,54.24577508867098
82,1991,12,m,Argentina,20086,59.74310465000498
83,1991,12,m,Argentina,16625,72.18045112781955
84,1991,12,m,Argentina,13570,88.43036109064111
85,1991,13,m,Argentina,10898,119.28794274178749
86,1991,14,m,Argentina,8593,162.92330967066218
87,1991,13,m,Argentina,6646,195.60637977730966
88,1991,7,m,Argentina,5021,139.41445927106153
89,1991,2,m,Argentina,3695,54.12719891745602
90,1991,0,m,Argentina,2648,0
0,1992,0,m,Argentina,365760,0
1,1992,0,m,Argentina,361850,0
2,1992,0,m,Argentina,356808,0
3,1992,0,m,Argentina,352125,0
4,1992,0,m,Argentina,347901,0
5,1992,0,m,Argentina,343539,0
6,1992,0,m,Argentina,340399,0
7,1992,0,m,Argentina,338856,0
8,1992,0,m,Argentina,338066,0
9,1992,1,m,Argentina,337441,0.2963481023349267
10,1992,2,m,Argentina,338212,0.5913450735041926
11,1992,3,m,Argentina,338766,0.8855670285683923
12,1992,4,m,Argentina,338598,1.1813418862485898
13,1992,6,m,Argentina,336939,1.7807377596538245
14,1992,8,m,Argentina,332738,2.4042940692076047
15,1992,11,m,Argentina,324949,3.3851465922344737
16,1992,14,m,Argentina,314933,4.445389971835279
17,1992,17,m,Argentina,304991,5.573934968572843
18,1992,20,m,Argentina,294496,6.791263718352711
19,1992,23,m,Argentina,284111,8.095427491367811
20,1992,25,m,Argentina,275421,9.077013009175046
21,1992,27,m,Argentina,267110,10.108195125603684
22,1992,27,m,Argentina,259632,10.399334442595674
23,1992,27,m,Argentina,253255,10.661191289411857
24,1992,26,m,Argentina,247174,10.518905710147507
25,1992,24,m,Argentina,242208,9.908838684106223
26,1992,23,m,Argentina,239928,9.586209196092161
27,1992,22,m,Argentina,240840,9.134695233349943
28,1992,21,m,Argentina,241557,8.693600268259665
29,1992,21,m,Argentina,240399,8.73547726904022
30,1992,21,m,Argentina,237903,8.827127022357852
31,1992,21,m,Argentina,235518,8.916515935087764
32,1992,22,m,Argentina,233639,9.416236159202873
33,1992,22,m,Argentina,229733,9.576334266300444
34,1992,23,m,Argentina,227013,10.131578367758674
35,1992,23,m,Argentina,226142,10.170600772965658
36,1992,23,m,Argentina,223663,10.283328042635572
37,1992,23,m,Argentina,220706,10.42110318704521
38,1992,23,m,Argentina,218057,10.547700830516792
39,1992,23,m,Argentina,215143,10.690563950488745
40,1992,23,m,Argentina,211509,10.874241758033937
41,1992,23,m,Argentina,207312,11.094389133287025
42,1992,23,m,Argentina,202605,11.352138397374201
43,1992,23,m,Argentina,198888,11.564297494067013
44,1992,23,m,Argentina,195214,11.781941868923335
45,1992,24,m,Argentina,189624,12.656625743576763
46,1992,24,m,Argentina,183438,13.083439636280378
47,1992,24,m,Argentina,177440,13.525698827772768
48,1992,25,m,Argentina,171656,14.564011744419071
49,1992,25,m,Argentina,166135,15.04800312998465
50,1992,25,m,Argentina,160856,15.541851096633014
51,1992,25,m,Argentina,155809,16.04528621581552
52,1992,25,m,Argentina,151019,16.55420841086221
53,1992,25,m,Argentina,146494,17.065545346567095
54,1992,25,m,Argentina,142608,17.530573319869852
55,1992,25,m,Argentina,139540,17.916009746309303
56,1992,25,m,Argentina,136844,18.26897781415334
57,1992,25,m,Argentina,133998,18.656994880520603
58,1992,25,m,Argentina,131038.00000000001,19.078435263053464
59,1992,26,m,Argentina,128119,20.293633262825967
60,1992,26,m,Argentina,125076,20.787361284339124
61,1992,27,m,Argentina,121867,22.155300450491108
62,1992,27,m,Argentina,118563,22.772703119860328
63,1992,27,m,Argentina,115198,23.437906908106044
64,1992,27,m,Argentina,111307,24.257234495584285
65,1992,27,m,Argentina,106588,25.33118174653807
66,1992,26,m,Argentina,101385,25.644819253341225
